label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
sqrt,1024,17055959,548697,8032493,602503,31,0.6096617481231725,0.11078238305082277,0.3574968411607299,0.33087503012371816,0.07947194142390263
sqrt,2048,11537243,2490628,6196804,459118,38,0.0582220402320178,0.12456173339806854,0.14994344803013804,0.15769954263027697,0.42047408269852415
sqrt,4096,11237171,10046139,6349990,506415,48,0.08437644942156028,0.18989425458041534,0.11942571782936275,0.17742010215681522,0.7943138606928607
sqrt,8192,11202983,38798243,6761753,491410,28,0.027495916607671957,0.14931759797760752,0.17025154135039877,0.15469391980411276,0.17207730915056674
clip,64,12682553,3430,7118272,561434,30,0.14236538865229795,0.24063474619594397,0.26862961971770793,0.4985802873299239,0.03765327842541037
clip,128,18594090,10853,7845216,702075,33,0.18760340888594318,0.40547703954456443,0.22910600281822263,0.37469507897599175,0.18863919686393715
clip,256,16991021,25147,9480415,754403,31,0.21214264769496896,0.2574181345395067,0.22914159878531049,0.08306755080103699,0.04875080526548766
clip,512,19099529,112301,7518133,440689,46,0.3820444960421237,0.6598729019286514,0.17401878578003882,0.07322701023186345,0.6833145063261614
clip,1024,13248106,459375,7636684,575793,31,0.1609707659392752,0.1383548971704213,0.20201719482530622,0.15451115849554575,0.03225806451612903
clip,2048,11854696,2059043,6065652,524236,34,0.04231229300956332,0.10315652864962462,0.13162205600281537,0.3379645053449287,0.17066403719657228
clip,4096,13324208,8058109,6665844,462935,30,0.179060947854047,0.009660620385203069,0.05024581667709674,0.11665496163108748,0.018826639212705186
clip,8192,11257196,32226509,6180796,406409,29,0.006617692399853604,0.0041562849358453445,0.1889903510206758,0.022070562024546683,0.09123280382981347
leaky_relu,64,18509038,4005,7782857,547208,29,0.28523099475964536,0.46086433046512004,0.27957046250332923,0.23265743120460994,0.15801985155020137
leaky_relu,128,14775859,9583,7214022,594591,29,0.4012179759835424,0.35266245886863457,0.19583607176434162,0.3618079594078082,0.10344827586206896
