label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec
leaky_relu,2048,12888605,2453542,7205299,632240,0.0912654265420049,0.0916514201689756,0.03787547560133845,0.2531931140372158
leaky_relu,4096,11710078,8126230,6582314,500231,0.02503660871354838,0.004390796714537386,0.1797422612704997,0.15683018187133838
leaky_relu,8192,11980789,35580699,6513287,457183,0.039341684264154124,0.10747706580417823,0.19963705728481673,0.15518381346210133
softmax,64,13197726,187163,14993205,1601698,0.08916782932795635,0.1097804801994304,0.011486869260779787,0.007751548050211344
softmax,128,18798437,329053,19100245,1543888,0.3339636709598615,0.29785849961826233,0.3383716447763311,0.028942495432285043
softmax,256,15737257,874567,16845366,1549673,0.29137244230022935,0.2915078980785206,0.1521448181277405,0.030404676461369046
softmax,512,16543660,2902126,16875444,1523775,0.1758847213907961,0.19486839207543383,0.1005339357591189,0.014310804433774653
softmax,1024,12667157,8521187,15185371,1709359,0.019128728231597482,0.002123060109591262,0.09235883564366874,0.19884757518399063
softmax,2048,13744760,33746756,13603854,1534482,0.12525072398755677,0.010324346038573204,0.0127107628966705,0.004094100976456344
softmax,4096,13156810,133819523,16051884,1524545,0.01835986306088461,0.024548196384077167,0.1377637567375609,0.02594454524936517
softmax,8192,12670406,541281697,15970731,1549355,0.04525093358148217,0.030253361632486906,0.19952658773327434,0.024599895701242807
tanh,64,18642421,213111,9309383,531877,0.17726175793074442,0.17056817694946633,0.2370894410834299,0.2094322342038074
tanh,128,14935781,262406,5612059,429555,0.09191549891066898,0.09003698017361669,0.07779593496696445,0.03929487134809351
tanh,256,15847786,1011778,9186353,544233,0.39018365138865163,0.5609398637229747,0.2814092109715145,0.3563254834614984
tanh,512,14816472,2951987,7483490,533914,0.1932274593791006,0.4917585896592148,0.2218485698936953,0.3704986277468353
tanh,1024,12872245,7974670,6364100,487224,0.08600236700723932,0.01701495701709225,0.15579298405427458,0.2620434939957184
tanh,2048,13730251,31416753,7293973,440902,0.15035200016014663,0.04064613356452978,0.19189690180709817,0.10672318276029406
tanh,4096,13059965,122665172,7008862,540547,0.11207060849277413,0.000874590482268878,0.08576233760258964,0.21439819870188873
tanh,8192,11730998,495426752,6088845,452618,0.023419380259859505,0.0016019139899307764,0.1359121329942419,0.14647697573791402
maxpool,64,16937016,117401,14741064,1154338,0.4203599571763665,0.052626367623406015,0.7087245537553848,0.5887179754264593
maxpool,128,19415985,179075,9273549,761065,0.2794822957834391,0.3336638079721635,0.2914664805903362,0.07743362787858565
maxpool,256,14017458,162213,8851946,717589,0.18601999714074546,0.12556362208870964,0.23265571611538274,0.03379450578868961
maxpool,512,14472301,284564,10029236,831863,0.23011834911998041,0.0615382704243413,0.2789591529812242,0.09865756221661648
maxpool,1024,13414258,877157,8659831,841217,0.11600769364336536,0.10633918868527444,0.1962244854068998,0.24541770061978901
maxpool,2048,13578737,2984932,7894428,806294,0.12871108775752443,0.011005402969154695,0.10082588718998137,0.1726543090443241
maxpool,4096,12600619,12550784,8224709,736848,0.02778029873882808,0.15580198384261737,0.11973548490525429,0.012588739057865526
maxpool,8192,13091449,47844979,7416459,720115,0.03977432799859788,0.016050385592895143,0.1003719035960579,0.032516693845204524
exp,64,16286166,140814,7630268,549277,0.22556357617241826,0.04334470074456502,0.21104557094335852,0.2100877414222479
exp,128,14985504,326092,9457654,639631,0.18296944615809513,0.432430599624503,0.17469116402434598,0.329506405426928
exp,256,16930546,613564,9038250,804976,0.33726789189788253,0.572523253180208,0.35239495490215367,0.35426872665904047
exp,512,12287866,1182770,6274458,436494,0.14122443997984468,0.04830978996819158,0.208918226514298,0.09468834219898345
exp,1024,13050483,4071740,6623133,484933,0.09068546148640962,0.028692286625092225,0.2795428657307099,0.2550097229299867
exp,2048,12834761,15935335,6504209,566504,0.029607658994990505,0.004179399286341891,0.018110529179221548,0.27224699387584084
exp,4096,13511863,63397451,8711997,794893,0.07497041907638893,0.05370968461093867,0.19568942510791143,0.1031740720520921
exp,8192,12580865,241756065,6791092,502022,0.14768230151370673,0.019075749937689353,0.19492793588401305,0.1767062533854347
log,64,15607504,161745,9390558,624155,0.22432833069603844,0.053414329466856564,0.32680863769907376,0.34410158803702623
log,128,15746915,360889,8522832,566564,0.30215899008861297,0.3350852977356361,0.16122264864641575,0.26703379341993394
log,256,13743420,765585,6641220,486465,0.11070377551410893,0.0755706764272732,0.21143102077619474,0.12001849430845486
log,512,19727173,3724378,8863874,542609,0.09239544974768783,0.4426086785495279,0.05973758718949969,0.27009367951159263
log,1024,11840539,9374277,7038751,401946,0.024975248992845506,0.005914815683390464,0.07593384807892946,0.012063657268688978
log,2048,12434664,36920065,7356078,507548,0.09636493169403239,0.011945773295022671,0.0657400103477988,0.12496834791946146
log,4096,11774266,144891305,6598802,537588,0.05002287999283569,0.0005685380168439641,0.17272362696481894,0.24596392612529722
log,8192,11815998,578328200,7009622,578022,0.04792211834605265,0.0006085866921326208,0.04420540764377124,0.09182519102258148
pad,64,14424741,146614,8789000,917180,0.12931444844520404,0.22996107736764831,0.20409816933003289,0.1819568014996065
pad,128,16030360,256853,10385664,1119254,0.07827978382977613,0.349677609160173,0.41212285198379645,0.2990568339575064
