label,size,avg_dynm_init_ns,avg_dynm_exec_ns,avg_symb_init_ns,avg_symb_exec_ns,avg_inst_exec_ns,cv_dynm_init,cv_dynm_exec,cv_symb_init,cv_symb_exec,cv_inst_exec
transpose,512,17972572,290159,12799872,891954,134,0.013158569186131052,0.13135062327933203,0.3662464518599173,0.07378337526368792,0.2849331385462552
transpose,1024,12467936,2956082,11299708,935949,82,0.10905685734549812,0.01069112109858063,0.24406593228733853,0.32144103620982317,0.17502043882427987
transpose,2048,11113361,14796401,9794332,955254,83,0.04991408612870806,0.03878351943415306,0.02916658033957051,0.1453326823623744,0.10484273937664926
transpose,4096,11923098,252392062,10642440,977778,83,0.04469892346010641,0.024336724939356395,0.25067719162770896,0.25078488546532235,0.16315215322265553
transpose,8192,11709702,1103807087,10445966,1035574,118,0.012750084535439892,0.00767007228839398,0.1396287642965292,0.19465824423216735,0.3774616213557553
slice,64,15711978,7500,9093837,213299,23,0.2322426069507113,0.8435668605954016,0.08481865773157936,0.294603224774998,0.07530655685082074
slice,128,13753075,4190,7289071,123595,22,0.0885917220039261,0.17608628394099726,0.22504615499638872,0.11277949169096817,0.09183820585879997
slice,256,14140086,5143,8678729,155788,21,0.20981044878109587,0.44549686268208966,0.3428859223675524,0.279040583304065,0.07160274523368501
slice,512,16765566,4236,7661353,183007,22,0.2277954246738741,0.0607140247915688,0.2918950722760336,0.4933907889300672,0.12026142323020866
slice,1024,13104309,4169,8639729,194905,24,0.07097209031476981,0.15771656077971985,0.09646744333313732,0.5572432149224235,0.2305232717463781
slice,2048,10929180,6727,7533105,150148,22,0.026491730259668042,0.06680226185572449,0.08984292551535822,0.2357944629275276,0.09183820585879997
slice,4096,11174714,6565,6695739,124177,20,0.023754103233250168,0.03490954319229419,0.1251220409388844,0.06641655606638015,0.05587260669577023
slice,8192,11851289,6930,7054774,122267,26,0.033460706922481244,0.07665897203225648,0.046462530768672815,0.027527382726465193,0.21593319125610103
div,64,17318083,7057,12659721,879982,56,0.23636929532144652,0.6493331361337983,0.42316401711851764,0.4563522048067575,0.18898223650461363
div,128,20017471,31405,11364141,768382,57,0.14525524708573823,0.40498513587983764,0.49204701041658755,0.7322217548653954,0.18483603075180244
div,256,16696051,113000,8371794,453512,54,0.10519609642535308,0.5057984731628586,0.12217946736961979,0.09752479104882698,0.19598157859737708
